,source,target
26273,29142,11726
26274,56183,43996
26275,4109,56912
26276,28207,48234
26277,16326,56296
26278,15742,49566
26279,48125,22567
26280,3166,71563
26281,56860,86096
26282,48641,35960
26283,31787,2745
26284,4109,60645
26285,23943,74938
26286,28707,28151
26287,47219,2197
26288,29915,99106
26289,39669,67368
26290,66223,37655
26291,16503,24800
26292,72582,21574
26293,5225,4326
26294,73086,89972
26295,828,40831
26296,49566,9975
26297,27386,84508
26298,21581,7742
26299,84103,1505
26300,13755,56952
26301,53430,6529
26302,78800,94840
26303,40475,69549
26304,74312,99429
26305,89972,60966
26306,56952,6430
26307,23375,69264
26308,47236,78167
26309,30743,361
26310,41963,80511
26311,15869,25601
26312,55831,74312
26313,73020,56912
26314,58805,37008
26315,6430,99106
26316,86637,28207
26317,78167,49762
26318,2369,68175
26319,62553,40735
26320,90444,31422
26321,96080,15742
26322,31769,9137
26323,8319,95500
26324,21574,72582
26325,61796,69155
26326,10949,36174
26327,38926,2154
26328,14475,7240
26329,36027,52618
26330,16709,67213
26331,20737,72588
26332,284,20442
26333,74312,55831
26334,6738,81924
26335,42597,667
26336,83270,36696
26337,84757,6738
26338,18875,2875
26339,20142,97412
26340,94840,499
26341,31422,13360
26342,95072,28151
26343,78942,21574
26344,6811,10146
26345,98457,20990
26346,47829,32762
26347,19731,88090
26348,84508,7240
26349,24499,63986
26350,64601,68639
26351,99806,69008
26352,85630,74469
26353,9015,5225
26354,43390,38801
26355,51580,6
26356,667,19040
26357,88401,72311
26358,12958,14159
26359,15742,7453
26360,33084,54987
26361,24691,85029
26362,94608,9975
26363,284,53941
26364,13755,64745
26365,57022,3166
26366,78995,37008
26367,5225,32762
26368,15395,64373
26369,4010,51781
26370,69155,18875
26371,11454,72582
26372,27006,71501
26373,88953,24800
26374,77362,20990
26375,2369,88279
26376,62695,89172
26377,20737,36103
26378,52618,284
26379,62695,49490
26380,19027,95072
26381,36174,56012
26382,16709,96495
26383,78167,80946
26384,6231,37655
26385,18875,67368
26386,24451,78394
26387,69442,89972
26388,53414,97312
26389,9975,6162
26390,20442,53499
26391,85029,9641
26392,24393,36103
26393,3905,57113
26394,67368,77366
26395,22187,69155
26396,71282,96080
26397,83821,36688
26398,78995,64362
26399,13360,71282
26400,57113,9137
26401,84757,99106
26402,2875,53934
26403,47578,79611
26404,6160,54633
26405,41849,56660
26406,14423,7742
26407,53414,96708
26408,49600,72311
26409,35245,83821
26410,12958,88090
26411,40735,24489
26412,55721,99717
26413,94840,97972
26414,46189,4972
26415,91185,16542
26416,5141,81924
26417,43996,92965
26418,14977,9975
26419,88279,53276
26420,77362,15592
26421,14159,3215
26422,67249,69442
26423,74938,23943
26424,30392,49829
26425,56012,36174
26426,85888,99115
26427,67249,20990
26428,50996,99996
26429,25151,82312
26430,2954,54219
26431,25601,83935
26432,4972,18875
26433,20442,3312
26434,24787,58729
26435,47096,13755
26436,53499,20442
26437,55721,94840
26438,11061,19731
26439,44765,5223
26440,6738,72582
26441,96080,59567
26442,75674,45904
26443,52338,78475
26444,87370,90495
26445,68639,4972
26446,69264,23375
26447,361,86914
26448,51722,68650
26449,36697,74662
26450,78167,88609
26451,87226,91435
26452,82424,60966
26453,6231,2302
26454,44967,57157
26455,52338,87245
26456,33313,7440
26457,34782,84103
26458,5223,99202
26459,52749,66223
26460,9975,79580
26461,361,60645
26462,89529,22615
26463,56012,65849
26464,47504,43390
26465,1551,24489
26466,48641,30709
26467,96080,26718
26468,50489,35427
26469,53327,78995
26470,80698,1551
26471,38004,9641
26472,27659,81924
26473,13360,72151
26474,16542,23375
26475,57044,64373
26476,23375,16542
26477,74191,85419
26478,24787,37008
26479,4109,53175
26480,77705,53252
26481,64557,36103
26482,6536,24393
26483,54215,53430
26484,73473,2369
26485,13029,53941
26486,49934,84056
26487,23375,41147
26488,67977,53941
26489,99717,49940
26490,56952,31769
26491,7892,80946
26492,69677,54261
26493,87245,42640
26494,78942,49762
26495,64601,36451
26496,36696,60144
26497,67249,96708
26498,37650,99247
26499,64373,88401
26500,24800,88953
26501,52338,361
26502,87226,41147
26503,51872,43390
26504,67874,97551
26505,88953,45042
26506,97489,1699
26507,26572,7240
26508,58729,91867
26509,53941,28223
26510,68175,7594
26511,52418,19312
26512,6811,77705
26513,99202,84473
26514,24489,40735
26515,80511,54633
26516,15869,5225
26517,40475,6430
26518,43390,51872
26519,19731,27659
26520,2302,98457
26521,6430,56952
26522,91932,63986
26523,24787,19040
26524,23375,17431
26525,31100,60645
26526,76508,14159
26527,3166,25151
26528,42941,75264
26529,30636,33517
26530,67296,61201
26531,87245,52338
26532,3312,20442
26533,88609,17143
26534,6160,24489
26535,39120,61932
26536,47829,96495
26537,75264,56912
26538,5225,15869
26539,76172,78475
26540,61796,71737
26541,15130,57044
26542,19066,58757
26543,64373,99381
26544,37008,78995
26545,57044,88953
26546,4326,5225
26547,14612,47504
26548,96080,96495
26549,32762,40735
26550,53499,85419
26551,24529,48441
26552,16326,4010
26553,43781,67213
26554,99996,83821
26555,9641,38004
26556,8913,59567
26557,24800,9015
26558,23375,53252
26559,27386,64601
26560,5363,63986
26561,33451,33517
26562,85888,19027
26563,40303,80946
26564,89972,47096
26565,67977,47219
26566,66423,19065
26567,51781,4010
26568,77705,6811
26569,68175,2369
26570,66823,73473
26571,63986,74469
26572,33517,33451
26573,41637,84473
26574,6430,40475
26575,98221,59154
26576,58479,62677
26577,40475,95455
26578,45042,88953
26579,95072,19027
26580,58805,40831
26581,57157,44967
26582,67368,7594
26583,14423,75264
26584,54987,33084
26585,44152,80996
26586,72582,11454
26587,78475,52338
26588,28151,828
26589,84103,36451
26590,4326,92062
26591,9975,94608
26592,7240,26572
26593,58479,22736
26594,89172,51070
26595,26946,49762
26596,86096,83821
26597,87188,12731
26598,58805,11441
26599,38950,4326
26600,50489,5363
26601,56345,36174
26602,99717,8913
26603,11441,77366
26604,35427,50489
26605,95455,14296
26606,11061,54219
26607,7742,21581
26608,38849,54215
26609,68092,97412
26610,2369,33084
26611,64745,47304
26612,45181,56012
26613,79580,9975
26614,45600,68175
26615,7892,6738
26616,5141,84757
26617,33313,34418
26618,11441,58805
26619,87245,48441
26620,89972,73086
26621,15562,56660
26622,36696,47219
26623,78800,78995
26624,83821,35245
26625,62695,88953
26626,78942,9975
26627,47504,14612
26628,37008,58805
26629,42597,23943
26630,30709,78167
26631,19731,59216
26632,60916,59492
26633,22736,58479
26634,22567,67710
26635,28223,53941
26636,78167,71501
26637,59492,9137
26638,96442,36103
26639,43390,47504
26640,7594,37303
26641,42941,73686
26642,51781,52418
26643,60144,56012
26644,69442,17431
26645,50367,76172
26646,2369,74469
26647,14296,95455
26648,77705,92247
26649,39588,15869
26650,38801,77366
26651,72151,12958
26652,97972,38004
26653,24489,72899
26654,5436,28151
26655,51872,99381
26656,71501,27006
26657,24489,87245
26658,7742,67296
26659,19015,62677
26660,56012,53276
26661,59216,9641
26662,42640,96708
26663,71501,28207
26664,39120,77424
26665,1551,51516
26666,97312,53414
26667,61541,13360
26668,25151,3166
26669,58757,73473
26670,95479,71282
26671,2954,955
26672,7240,14475
26673,20142,44967
26674,73686,57113
26675,41849,57022
26676,28921,66423
26677,80946,40303
26678,59154,54633
26679,74191,24529
26680,94983,39669
26681,82424,91867
26682,13360,31422
26683,71563,3166
26684,79611,43996
26685,6738,49566
26686,42335,52749
26687,19609,38801
26688,68175,45600
26689,9137,31769
26690,67296,7742
26691,62930,43169
26692,15938,96708
26693,64601,2369
26694,6231,499
26695,13755,47096
26696,40735,62553
26697,69264,55721
26698,36696,83270
26699,92247,77705
26700,88564,22736
26701,46189,84954
26702,47096,53276
26703,92064,88564
26704,86914,67368
26705,97551,53414
26706,61608,25151
26707,5363,50489
26708,91867,58729
26709,90444,73473
26710,36103,24393
26711,88401,58729
26712,64601,27386
26713,64362,78995
26714,14423,56912
26715,71501,78167
26716,2369,64601
26717,68650,4972
26718,74469,63986
26719,43996,79611
26720,67041,44720
26721,63314,3166
26722,2745,31787
26723,5223,44765
26724,75264,42941
26725,66223,51722
26726,37008,92206
26727,95455,2302
26728,45181,499
26729,5436,19015
26730,49490,62695
26731,12731,73342
26732,84056,49934
26733,78167,30709
26734,69155,22187
26735,62677,19015
26736,8544,91932
26737,42640,2369
26738,99247,36696
26739,6636,56345
26740,53276,47096
26741,27659,19731
26742,62553,47236
26743,64173,47829
26744,90888,6231
26745,49762,78167
26746,56296,16326
26747,25738,11441
26748,84473,41637
26749,85419,74191
26750,2302,95455
26751,47236,16503
26752,5141,6811
26753,53276,88279
26754,61021,38926
26755,33084,2369
26756,35960,64373
26757,92571,47504
26758,64373,15562
26759,38849,61932
26760,48125,3312
26761,77366,67368
26762,94840,19015
26763,31769,56952
26764,7742,60645
26765,72899,24489
26766,56952,57022
26767,48234,28207
26768,52749,42335
26769,23375,92206
26770,28151,5436
26771,5141,25601
26772,55721,72582
26773,40475,92062
26774,96708,44765
26775,90472,36696
26776,79580,47829
26777,16290,5363
26778,53276,40831
26779,47829,79580
26780,31100,54633
26781,74312,54219
26782,5436,91932
26783,80511,41963
26784,56860,82424
26785,4326,56660
26786,19040,24393
26787,60966,15562
26788,43782,13755
26789,72588,20442
26790,13029,22615
26791,7594,47236
26792,28921,6529
26793,47504,92571
26794,60645,30636
26795,99381,73686
26796,90888,91998
26797,72311,98221
26798,20142,66423
26799,51872,67041
26800,88279,42640
26801,97412,26572
26802,16709,38926
26803,37008,24787
26804,97489,91185
26805,91185,97489
26806,11726,29142
26807,78167,47236
26808,33097,51722
26809,5141,40303
26810,84954,91435
26811,24691,39120
26812,19040,667
26813,71952,10563
26814,88401,64373
26815,3215,14159
26816,72515,40475
26817,56183,97412
26818,57044,88564
26819,79580,52338
26820,23943,23375
26821,3386,56296
26822,84640,99202
26823,88564,92064
26824,19015,99106
26825,57022,56952
26826,28151,97972
26827,19065,66423
26828,56912,75264
26829,99177,52749
26830,15562,60966
26831,33517,30636
26832,44765,78800
26833,58757,19066
26834,98221,72311
26835,64601,92062
26836,91435,38926
26837,99247,37650
26838,88953,47949
26839,38854,32392
26840,80698,2369
26841,91974,47304
26842,47236,54261
26843,10563,71952
26844,80698,1699
26845,51070,89172
26846,17431,23375
26847,99106,6430
26848,3312,99381
26849,54633,80511
26850,96708,42640
26851,37650,62553
26852,361,52338
26853,15742,96080
26854,63986,24499
26855,28207,86637
26856,54261,69677
26857,26718,96080
26858,35960,48641
26859,20990,77362
26860,39120,57157
26861,94840,68120
26862,64362,38849
26863,90444,94840
26864,85029,33517
26865,42640,88279
26866,89029,9975
26867,57044,99381
26868,99106,59154
26869,4972,46189
26870,54215,38849
26871,72151,13360
26872,19312,52418
26873,28151,95072
26874,20442,40735
26875,7453,15742
26876,28313,59276
26877,99202,5223
26878,1699,97489
26879,80996,44152
26880,95500,8544
26881,91435,84954
26882,86096,49566
26883,18212,91435
26884,97972,28151
26885,67041,51872
26886,36451,66423
26887,36697,47219
26888,80511,44720
26889,78394,24451
26890,58729,88401
26891,83935,48441
26892,5225,9015
26893,60966,99202
26894,667,42597
26895,60645,4109
26896,69549,40475
26897,92206,37008
26898,36174,10949
26899,79611,71501
26900,18875,41963
26901,1699,80698
26902,23943,42597
26903,85029,62930
26904,32392,38854
26905,90472,11726
26906,24393,19040
26907,37655,6231
26908,34418,71563
26909,49490,90888
26910,56912,91998
26911,13755,43782
26912,81924,5141
26913,9975,49566
26914,61608,76508
26915,15869,50489
26916,51722,84473
26917,78800,4972
26918,828,28151
26919,87245,72588
26920,32762,47829
26921,97412,68092
26922,99106,19015
26923,95500,8319
26924,91407,81924
26925,74469,85630
26926,44765,96708
26927,80996,2954
26928,78475,76172
26929,59216,19731
26930,99106,84757
26931,2875,18875
26932,95455,40475
26933,80946,7892
26934,59567,8913
26935,50367,63986
26936,91867,82424
26937,77424,39120
26938,24529,74191
26939,72311,88401
26940,72151,37303
26941,83821,95455
26942,23375,23943
26943,57113,48441
26944,60645,7742
26945,38926,77705
26946,67213,16709
26947,36103,58479
26948,58729,51580
26949,69442,61932
26950,19609,67041
26951,49600,39120
26952,80511,85029
26953,6738,84757
26954,61541,41963
26955,17362,47829
26956,52904,2197
26957,68120,79247
26958,59154,99106
26959,96495,96080
26960,6738,3215
26961,61201,56952
26962,36688,83821
26963,20442,284
26964,72515,19040
26965,18274,82438
26966,3215,6738
26967,57022,19609
26968,99381,3312
26969,6536,5223
26970,361,30743
26971,88564,57044
26972,7453,74312
26973,29101,82438
26974,43169,62930
26975,22567,48125
26976,83935,75674
26977,99381,64373
26978,74312,2954
26979,48441,87245
26980,66423,71737
26981,88609,78167
26982,19609,57022
26983,72588,99247
26984,21574,78942
26985,86914,95072
26986,67368,18875
26987,45600,11454
26988,92965,43996
26989,44152,5223
26990,65849,38612
26991,9137,99106
26992,82312,48125
26993,59154,16326
26994,5223,44152
26995,19065,77424
26996,45904,75674
26997,59276,19065
26998,51516,1551
26999,10563,20990
27000,72311,49600
27001,8913,91998
27002,29915,74469
27003,2369,37655
27004,58479,36103
27005,51580,58729
27006,67213,43781
27007,37303,7594
27008,4010,49934
27009,78694,68092
27010,67041,19609
27011,33097,52338
27012,91974,3166
27013,68092,78694
27014,85029,80511
27015,55721,69264
27016,47236,7594
27017,2369,73473
27018,16503,47236
27019,84103,49600
27020,24529,69442
27021,20990,98457
27022,72588,87245
27023,11726,90472
27024,2369,57113
27025,73086,78800
27026,40475,72515
27027,41637,55245
27028,82438,96080
27029,36451,284
27030,57113,3905
27031,4010,16326
27032,28207,71501
27033,59492,80698
27034,73686,99381
27035,2197,52904
27036,6162,9975
27037,85419,89972
27038,96708,48125
27039,97972,5141
27040,58479,80511
27041,61201,67296
27042,87370,71563
27043,99177,72899
27044,92206,284
27045,42640,87245
27046,41147,23375
27047,83821,99996
27048,37303,72151
27049,74662,36697
27050,48441,24529
27051,51070,40475
27052,84508,27386
27053,2154,4972
27054,52338,40725
27055,12902,15480
27056,19040,72515
27057,91932,8544
27058,64373,90444
27059,6811,85029
27060,73473,66823
27061,84473,99202
27062,78942,17362
27063,10146,49566
27064,9975,89029
27065,47304,91974
27066,53276,56012
27067,97972,94840
27068,62930,85029
27069,39669,25151
27070,6231,90888
27071,49600,31100
27072,23375,19731
27073,53252,23375
27074,47219,67977
27075,16326,59154
27076,82438,29101
27077,36103,96442
27078,55721,38004
27079,38926,24489
27080,40831,58805
27081,49762,78942
27082,66423,28921
27083,3312,48125
27084,36451,17431
27085,4326,38950
27086,98457,2302
27087,18274,1551
27088,3166,91974
27089,53430,54215
27090,96708,67249
27091,68650,51722
27092,4972,2154
27093,7440,33313
27094,74469,2369
27095,64373,15395
27096,67368,86914
27097,96080,71282
27098,52618,36027
27099,19040,71737
27100,41963,5363
27101,66223,40725
27102,87370,40475
27103,59567,87188
27104,60966,89972
27105,75264,98457
27106,77424,13360
27107,89972,85419
27108,36688,38004
27109,51516,9137
27110,77366,11441
27111,99429,74312
27112,49566,15742
27113,49829,30392
27114,77424,84473
27115,6162,27006
27116,19065,59276
27117,83935,25601
27118,7594,68175
27119,53414,97551
27120,19015,94840
27121,40475,87370
27122,51722,66223
27123,88090,12958
27124,16709,34782
27125,9975,14977
27126,81924,6738
27127,9137,57113
27128,48125,96708
27129,22615,13029
27130,38004,55721
27131,76172,44720
27132,499,40735
27133,88090,85029
27134,1551,80698
27135,56660,15562
27136,71563,24529
27137,57113,73686
27138,16542,91185
27139,5223,6536
27140,85029,40725
27141,69442,24529
27142,91435,23375
27143,72515,21819
27144,80946,68120
27145,83821,86096
27146,38612,65849
27147,955,2954
27148,18274,68092
27149,73473,58757
27150,99996,50996
27151,284,36451
27152,96708,53414
27153,79247,68120
27154,10981,64373
27155,53175,4109
27156,499,6231
27157,5141,97972
27158,58729,24787
27159,39669,17431
27160,42640,96495
27161,15480,12902
27162,84103,34782
27163,1699,90042
27164,75264,56296
27165,50489,15869
27166,98221,74469
27167,3166,63314
27168,96442,55831
27169,86096,56860
27170,36103,64557
27171,77424,32392
27172,53252,77705
27173,36696,90472
27174,90888,49490
27175,40735,20442
27176,91998,90888
27177,72582,6738
27178,32762,5225
27179,64373,57044
27180,19040,83020
27181,94840,90444
27182,40725,66223
27183,71563,87370
27184,46189,86914
27185,97489,50996
27186,95072,7594
27187,19066,10563
27188,51872,30709
27189,68639,64601
27190,38801,19609
27191,36451,12958
27192,9641,59216
27193,53941,284
27194,54219,74312
27195,95072,86914
27196,23375,91435
27197,99115,43782
27198,73748,15742
27199,56952,13755
27200,84757,73473
27201,20990,10563
27202,25151,91105
27203,90495,87370
27204,91435,87226
27205,52418,51781
27206,64557,55831
27207,78694,54215
27208,78995,53327
27209,41963,18875
27210,56345,39588
27211,6529,53430
27212,37303,88279
27213,90042,1699
27214,77366,38801
27215,25738,97412
27216,84473,51722
27217,17431,36451
27218,28707,92206
27219,71737,66423
27220,2954,80996
27221,11454,50489
27222,35245,64373
27223,49566,86096
27224,91932,5436
27225,13360,61541
27226,99106,98457
27227,2369,42640
27228,48441,57113
27229,95500,2302
27230,38926,9641
27231,1699,3386
27232,56305,6160
27233,46189,80165
27234,56345,6636
27235,73686,42941
27236,76508,61608
27237,49566,6738
27238,18875,69155
27239,3166,57022
27240,52418,72582
27241,33517,85029
27242,88090,19731
27243,57113,2369
27244,80511,58479
27245,85888,44765
27246,88279,2369
27247,73473,84757
27248,24393,6536
27249,92062,40475
27250,38926,61021
27251,44720,80511
27252,52904,33097
27253,47829,64173
27254,6811,5141
27255,40725,52338
27256,24800,84103
27257,99202,84640
27258,90444,64373
27259,40725,85029
27260,82424,56860
27261,44720,67041
27262,15869,39588
27263,59567,96080
27264,15562,64373
27265,9641,85029
27266,66423,20142
27267,36103,58805
27268,28151,28707
27269,20142,98221
27270,57022,34464
27271,94840,78800
27272,4972,68650
27273,1505,84103
27274,5225,47219
27275,10087,21819
27276,19027,85888
27277,92062,2954
27278,56296,75264
27279,61932,39120
27280,36103,20737
27281,77705,38926
27282,2154,38926
27283,19040,24787
27284,36174,56345
27285,40475,51070
27286,7892,69549
27287,56012,45181
27288,56952,9641
27289,66223,52749
27290,56345,39120
27291,12958,14423
27292,15592,77362
27293,62553,37650
27294,39120,56345
27295,59154,98221
27296,2856,53414
27297,75264,91867
27298,78800,55831
27299,41963,61541
27300,36451,64601
27301,55831,96442
27302,91974,88090
27303,8544,95500
27304,67710,22567
27305,54633,31100
27306,26572,78475
27307,90042,99247
27308,39588,56345
27309,71737,19040
27310,76172,50367
27311,5363,41963
27312,84757,5141
27313,94840,55721
27314,34418,33313
27315,36451,84103
27316,20990,67249
27317,6529,28921
27318,24489,1551
27319,53414,2856
27320,74191,61932
27321,19027,92062
27322,12731,87188
27323,62553,10949
27324,55831,64557
27325,25601,15869
27326,55831,78800
27327,56912,14423
27328,56952,61201
27329,74312,7453
27330,53934,2875
27331,55245,41637
27332,56912,4109
27333,78995,78800
27334,33313,14475
27335,45017,54215
27336,74938,10462
27337,25601,5141
27338,10462,74938
27339,9641,56952
27340,5363,53414
27341,47304,64745
27342,31422,90444
27343,5363,16290
27344,9137,59492
27345,284,52618
27346,7742,14423
27347,92206,28707
27348,43781,97489
27349,53414,19015
27350,69442,67249
27351,57157,39120
27352,92571,17431
27353,47949,88953
27354,68120,80946
27355,29101,90888
27356,72582,55721
27357,30636,60645
27358,60645,361
27359,84473,77424
27360,54215,13755
27361,38926,499
27362,54219,2954
27363,10949,62553
27364,27006,6162
27365,30709,51872
27366,96495,16709
27367,37655,2369
27368,61932,38849
27369,95072,25601
27370,74469,29915
27371,49762,26946
27372,10146,6811
27373,29101,38004
27374,19731,11061
27375,7240,84508
27376,39669,94983
27377,49566,10146
27378,499,45181
27379,43996,56183
27380,69549,7892
27381,71563,34418
27382,14159,76508
27383,38004,29101
27384,24489,6160
27385,14475,72899
27386,10563,19066
27387,40303,33313
27388,63986,91932
27389,64373,10981
27390,72582,52418
27391,64373,35960
27392,20442,72588
27393,85419,53499
27394,39120,24691
27395,44720,76172
27396,84103,24800
27397,97412,25738
27398,78800,44765
27399,67710,94608
27400,96708,15938
27401,50996,97489
27402,74938,33097
27403,81924,27659
27404,56012,60144
27405,51717,53414
27406,2954,74312
27407,74469,98221
27408,60144,36696
27409,33313,40303
27410,56296,3386
27411,69155,61796
27412,72588,20737
27413,64373,35245
27414,7594,95072
27415,19066,78942
27416,4972,68639
27417,54633,59154
27418,21819,72515
27419,37655,77424
27420,91105,25151
27421,2302,6231
27422,74662,30636
27423,63986,50367
27424,38004,59154
27425,97412,56183
27426,46189,67368
27427,44765,85888
27428,2302,95500
27429,77424,37655
27430,40303,16709
27431,12902,96080
27432,94608,67710
27433,96495,42640
27434,82312,25151
27435,86914,46189
27436,95455,83821
27437,35960,97972
27438,63986,5363
27439,22736,88564
27440,68120,94840
27441,17362,78942
27442,40735,499
27443,78800,73086
27444,49934,4010
27445,1551,18274
27446,14423,12958
27447,84954,46189
27448,75264,14423
27449,6162,24787
27450,91867,75264
27451,47219,5225
27452,49940,99717
27453,33097,74938
27454,12958,72151
27455,23943,87370
27456,59492,60916
27457,78800,61932
27458,53414,51717
27459,6,51580
27460,80698,59492
27461,61932,74191
27462,97972,35960
27463,34464,57022
27464,65849,56012
27465,59276,28313
27466,9137,51516
27467,17431,39669
27468,69293,79601
27469,37982,50475
27470,70734,50475
27471,71487,68431
27472,11891,25023
27473,25023,11891
27474,50475,70734
27475,62990,44257
27476,50475,37982
27477,44682,21829
27478,67282,82043
27479,40702,68431
27480,68431,40702
27481,70449,38853
27482,82043,67282
27483,21829,66976
27484,3364,33774
27485,69293,70734
27486,27885,94142
27487,44176,50475
27488,38853,70449
27489,79601,69293
27490,17582,37982
27491,94142,27885
27492,91870,77383
27493,21829,44682
27494,70734,69293
27495,33774,3364
27496,50475,44176
27497,44257,62990
27498,68431,71487
27499,66976,21829
27500,37982,17582
27501,77383,91870
27502,7488,44564
27503,58536,44564
27504,44564,7488
27505,44564,58536
27506,36490,19077
27507,58536,35945
27508,35945,58536
27509,19077,36490
27510,57677,29950
27511,79868,38998
27512,79868,18089
27513,24250,18089
27514,18089,79868
27515,14869,79868
27516,79868,14869
27517,29950,2008
27518,43301,68043
27519,2008,29950
27520,64881,68979
27521,76198,92568
27522,86270,62454
27523,41193,98860
27524,18089,24250
27525,68043,43301
27526,52400,49713
27527,33559,44620
27528,98860,41193
27529,59386,54110
27530,38998,79868
27531,29950,57677
27532,44620,33559
27533,49713,52400
27534,68979,64881
27535,54110,59386
27536,62454,86270
27537,92568,76198
27538,27448,29738
27539,69660,44744
27540,82032,93440
27541,22820,61095
27542,27448,89313
27543,91818,89313
27544,21067,10144
27545,29107,73343
27546,16624,49105
27547,56262,10819
27548,49105,16624
27549,44744,69660
27550,44807,83802
27551,61095,22820
27552,73343,29107
27553,11141,82477
27554,77504,69660
27555,87382,46277
27556,74869,49105
27557,93440,82032
27558,33042,90247
27559,83802,26787
27560,29738,23069
27561,90247,33042
27562,14014,57409
27563,19943,7821
27564,44251,61223
27565,65744,47081
27566,83691,76116
27567,76116,83691
27568,74869,61095
27569,89313,91818
27570,47081,23069
27571,1939,93440
27572,29738,27448
27573,65111,81172
27574,93440,51768
27575,43567,69660
27576,35218,77504
27577,89313,27448
27578,7821,19943
27579,20729,19361
27580,93278,43783
27581,69660,23069
27582,61223,44251
27583,69660,43567
27584,77504,35218
27585,43783,93278
27586,61095,74869
27587,45226,14014
27588,19361,20729
27589,46277,87382
27590,51768,93440
27591,81030,20729
27592,56760,43783
27593,17634,65111
27594,26787,83802
27595,82477,11141
27596,23069,29738
27597,21067,66041
27598,69660,77504
27599,23069,69660
27600,49105,74869
27601,10819,56262
27602,81172,65111
27603,14014,45226
27604,10144,21067
27605,43783,56760
27606,65111,17634
27607,93440,1939
27608,23069,47081
27609,67528,47081
27610,57409,14014
27611,83802,44807
27612,66041,21067
27613,20729,81030
27614,47081,67528
27615,47081,65744
27616,77154,51877
27617,51877,77154
27618,23392,46103
27619,60348,54998
27620,54998,60348
27621,46103,23392
27622,28169,28209
27623,14833,51025
27624,28209,28169
27625,51025,14833
27626,14516,61031
27627,61031,14516
27628,20714,95975
27629,74669,25000
27630,25000,74669
27631,95975,20714
27632,47420,98359
27633,98359,47420
27634,14382,67485
27635,41992,23067
27636,23067,41992
27637,67485,14382
27638,38537,33596
27639,33596,38537
27640,36256,71119
27641,79826,72484
27642,72484,79826
27643,57010,87625
27644,87625,57010
27645,71119,36256
27646,87625,15271
27647,15271,87625
27648,29196,4791
27649,86815,91187
27650,99230,35416
27651,18464,30668
27652,35416,99230
27653,53210,95895
27654,74168,61996
27655,91187,86815
27656,95895,53210
27657,25697,50198
27658,61996,74168
27659,37391,61996
27660,50198,25697
27661,4791,29196
27662,35416,49200
27663,61996,37391
27664,49200,35416
27665,30668,18464
27666,29129,12696
27667,97720,69128
27668,6332,49732
27669,27735,1157
27670,69128,97720
27671,12696,29129
27672,49732,6332
27673,27121,82883
27674,1157,27735
27675,82883,27121
27676,50720,60771
27677,64404,3729
27678,63227,73888
27679,3729,64404
27680,6574,89947
27681,60771,50720
27682,73888,63227
27683,89947,6574
27684,29217,10466
27685,10466,29217
27686,86884,53566
27687,68089,67423
27688,17475,63001
27689,67423,14789
27690,19974,63001
27691,95976,61941
27692,63001,19974
27693,67423,68089
27694,84417,61125
27695,72640,25101
27696,40060,50538
27697,61941,95976
27698,63001,17475
27699,61125,84417
27700,54479,17533
27701,50538,40060
27702,14789,67423
27703,25101,72640
27704,53566,86884
27705,17533,54479
27706,14273,79847
27707,79847,14273
27708,30725,64512
27709,69768,46820
27710,88928,74250
27711,64512,30725
27712,46820,69768
27713,74250,88928
27714,32197,45357
27715,33638,544
27716,68053,56399
27717,93698,1355
27718,1355,93698
27719,19039,13166
27720,41677,32197
27721,544,33638
27722,32197,41677
27723,56399,68053
27724,45357,32197
27725,13166,19039
27726,77509,57624
27727,57624,77509
27728,97440,33044
27729,33044,97440
27730,43513,80362
27731,73672,43513
27732,85551,52761
27733,24982,32894
27734,74611,69540
27735,96419,25170
27736,32894,24982
27737,52761,85551
27738,65851,6827
27739,36723,80868
27740,25170,96419
27741,80868,36723
27742,69540,74611
27743,65456,48408
27744,6827,65851
27745,80362,43513
27746,43513,73672
27747,10427,18553
27748,76130,54371
27749,16619,84645
27750,70610,10427
27751,51359,8393
27752,97505,97439
27753,59148,38819
27754,81610,12726
27755,28038,98671
27756,75220,28038
27757,61083,10427
27758,97439,97505
27759,12726,81610
27760,10427,68537
27761,38819,59148
27762,75220,84075
27763,28038,75220
27764,28038,69433
27765,62493,83314
27766,10427,70610
27767,18553,10427
27768,83314,62493
27769,98671,28038
27770,84645,16619
27771,68537,10427
27772,54371,76130
27773,8393,51359
27774,69433,28038
27775,84075,75220
27776,10427,61083
27777,77981,98643
27778,74221,4642
27779,51971,4882
27780,98643,77981
27781,4642,74221
27782,4882,51971
27783,77981,78570
27784,78570,77981
27785,50388,60091
27786,47149,69580
27787,47149,65503
27788,42608,60585
27789,65503,47149
27790,60585,42608
27791,60091,50388
27792,69580,47149
27793,62568,12843
27794,49404,54132
27795,12843,62568
27796,54132,49404
27797,16797,90959
27798,54464,67260
27799,75217,6817
27800,58367,51744
27801,28133,61099
27802,90959,16797
27803,51744,58367
27804,90959,61099
27805,61099,28133
27806,61099,90959
27807,67260,54464
27808,6817,75217
27809,16389,92931
27810,92931,16389
27811,54132,86768
27812,44395,81798
27813,6344,28632
27814,4320,41529
27815,69462,39334
27816,39334,69462
27817,41529,4320
27818,7164,28671
27819,88120,80801
27820,56801,41628
27821,28671,7164
27822,41628,56801
27823,81798,44395
27824,28632,6344
27825,80801,88120
27826,23402,29491
27827,96961,71314
27828,55244,48374
27829,78656,34378
27830,17388,49991
27831,10202,50137
